"species_code","season","start_year","end_year","start_date","end_date","srd_id","longitude","latitude","abd","abd_ppy","abd_ppy_lower","abd_ppy_upper","abd_ppy_nonzero","abd_trend","abd_trend_lower","abd_trend_upper"
"uplsan","breeding",2012,2022,"05-31","06-28",129713,-142.257154792669,69.25674973133,0.0422977031400886,-1.65259245324796,-2.4913511001585,-0.323344532981118,TRUE,-15.3495710123305,-22.2981448064394,-3.1868004586155
"uplsan","breeding",2012,2022,"05-31","06-28",129714,-141.580082164849,69.25674973133,0.0286682216446125,-2.23168503536239,-2.67864543860834,-0.617919721163863,TRUE,-20.2039668814494,-23.7778051998618,-6.0101769144986
"uplsan","breeding",2012,2022,"05-31","06-28",129715,-140.903009537028,69.25674973133,0.0516041695535008,-2.04073684104179,-2.65512741450458,-0.461726121299047,TRUE,-18.6317271907188,-23.5934113411005,-4.52249699639912
"uplsan","breeding",2012,2022,"05-31","06-28",129716,-140.225936909208,69.25674973133,0.0515357416602076,0.338289741552241,-1.4786203329514,2.04302799279001,FALSE,3.43486272047191,-13.8401667980016,22.4146435915162
"uplsan","breeding",2012,2022,"05-31","06-28",129717,-139.548864281388,69.25674973133,0.0372332755639926,0.563831359365228,-1.45551322554075,2.10790667807523,FALSE,5.78354351532346,-13.6378749611132,23.1951832238443
"uplsan","breeding",2012,2022,"05-31","06-28",129718,-138.871791653568,69.25674973133,0.00132890605576854,-3.88767566790887,-5.96876121200125,4.50152489107472,FALSE,-32.7347436920012,-45.9592240368464,55.3196049935657
"uplsan","breeding",2012,2022,"05-31","06-28",131203,-148.739593079128,69.016943369936,0.00520961565161029,-2.43549085556677,-5.83477693562096,0.726903943805929,FALSE,-21.8518612011694,-45.1842456257563,7.51148284776848
"uplsan","breeding",2012,2022,"05-31","06-28",131204,-148.069915261858,69.016943369936,0.0258680557197917,-1.58281136485343,-4.6213974354193,0.142795490129363,FALSE,-14.7470238287275,-37.6969151063732,1.4371656773031
"uplsan","breeding",2012,2022,"05-31","06-28",131205,-147.400237444587,69.016943369936,0.0596365330226865,-3.12332816826849,-4.71063931796667,-1.08352576373427,TRUE,-27.1898202227653,-38.2774113986308,-10.3219243550745
"uplsan","breeding",2012,2022,"05-31","06-28",131206,-146.730559627317,69.016943369936,0.0368936184988388,-6.04585514888156,-9.70080225985597,-1.72125551056867,TRUE,-46.4006601780115,-63.9555072127502,-15.9387202678889
"uplsan","breeding",2012,2022,"05-31","06-28",131207,-146.060881810047,69.016943369936,0.0455131527770642,-5.39994236984454,-6.39984435649236,-3.8835664430422,TRUE,-42.5997201547597,-48.3862149206747,-32.705979300822
"uplsan","breeding",2012,2022,"05-31","06-28",131208,-145.391203992777,69.016943369936,0.0468873895348764,-4.64282604473812,-8.35777486652838,-2.91191333120028,TRUE,-37.8367493532766,-58.2211716889017,-25.5851818870057
"uplsan","breeding",2012,2022,"05-31","06-28",131209,-144.721526175507,69.016943369936,0.0192341757115584,-4.55808438479662,-5.57032859392131,-2.86979700964204,TRUE,-37.2821048460082,-43.6252298204481,-25.2617432899688
"uplsan","breeding",2012,2022,"05-31","06-28",131210,-144.051848358237,69.016943369936,0.0233449630106027,-3.95626245475835,-5.66716683502123,-3.02352088972796,TRUE,-33.2132172766286,-44.2006961034321,-26.4362054291569
"uplsan","breeding",2012,2022,"05-31","06-28",131211,-143.382170540967,69.016943369936,0.0243053750243541,-3.60583708357237,-4.75469922737945,-2.2863058083314,TRUE,-30.7360327864352,-38.5622113111299,-20.6486487624552
"uplsan","breeding",2012,2022,"05-31","06-28",131212,-142.712492723696,69.016943369936,0.0248650072065564,-3.06783897998945,-3.61426572805465,-1.86819626000735,TRUE,-26.771700230635,-30.7965729351831,-17.1871338278743
"uplsan","breeding",2012,2022,"05-31","06-28",131213,-142.042814906426,69.016943369936,0.027537168817125,-4.74509766320788,-5.4609735161201,-3.32373877777094,TRUE,-38.5002485119894,-42.9689643219479,-28.6821133790286
"uplsan","breeding",2012,2022,"05-31","06-28",131214,-141.373137089156,69.016943369936,0.0523762643969046,-2.74385039722497,-3.79292692223402,-1.1357435394223,TRUE,-24.2869542098687,-32.0686848786711,-10.7942098027556
"uplsan","breeding",2012,2022,"05-31","06-28",131215,-140.703459271886,69.016943369936,0.0310226566369856,-1.21765395452416,-3.17706575952439,-0.257025311603541,TRUE,-11.5305427627381,-27.5926923977799,-2.54072805282107
"uplsan","breeding",2012,2022,"05-31","06-28",131216,-140.033781454616,69.016943369936,0.0545102772413885,-2.07026002528602,-3.51857887036946,-0.524856080599978,TRUE,-18.876624413179,-30.1064791907342,-5.1263167223453
"uplsan","breeding",2012,2022,"05-31","06-28",131217,-139.364103637346,69.016943369936,0.0350139917738405,-0.485296068560903,-1.48598138345991,1.05718350220752,FALSE,-4.74834010009754,-13.9045197018797,11.0892158919667
